"curation_id","original_westernized","curated_westernized"
"ShaoY_2019:SID900d41fc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID90214454-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID90359ce2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9049def0-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID905f9b78-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9073a000-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID908a1c04-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID909e91ca-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID90b47dfa-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID90c9be90-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID90deb98a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID90f6ddbc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID910b3f6e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID911f90b8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID91334f40-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID91474d92-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID915c9bde-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9171493a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID918554fc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID919a6b12-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID91ae54c4-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID91c1af1a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID91d4c24e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID91e81574-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID91fb4fea-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID920f2f38-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID92230b7a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID92364b04-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID924a0f0e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID925cd7ce-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID926fb0c4-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID92838e46-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9296caba-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID92a9dbf0-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID92bd2782-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID92d03ea8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID92e31a32-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID92f667ea-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9309d4a6-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID931d238a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID93314702-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID934493c0-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9357a424-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID936ab83e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID937d94ae-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID93916f7e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID93a4ac9c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID93b7fa7c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID93cad2f0-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID93dde9a8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID93f31760-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9406e8e4-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID941a341c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID942d0ea2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID94402140-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9453ba16-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9466ca66-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9479573a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID948c6d5c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID949f8068-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID94b2934c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID94c5d2ae-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID94d93dd0-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID94ec5032-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID94fededc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID95122e42-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9526ee4a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID954303dc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9555e13c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9568b398-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID957bda7c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID958e991e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID95a11800-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID95b4062c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID95c71f46-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID95da1b6e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID95ed434c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID960028ea-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9613c580-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID96268e68-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID963c80c4-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID96514e0a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9664cf98-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9677adac-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID968b389a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID969ddaa4-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID96b11baa-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID96c3ecd0-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID96daa27c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID96ee691a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9701e76a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID97163148-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID972c1cf6-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9770fef2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID97b84816-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID97f95126-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID98172caa-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID983b6854-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID985b830a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9877c3e4-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9890ed7e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID98a9bca0-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID98c43c74-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID98dd0d62-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID98f6066e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID990e91ca-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID99590ea8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID99721d9e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID998b9b66-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID99aef624-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID99bc7c22-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID99ca72e6-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID99d841aa-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID99e78bec-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID99f6b4e6-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9a06cb74-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9a17daae-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9a2821fc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9a384708-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9a498bf8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9a59bcbc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9a7499c4-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9a888218-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9a9c7818-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9ab09a00-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9ac47ff2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9ad89dde-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9aedf53a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9b020066-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9b159428-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9b29ac2e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9b3da5b2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9b5211fa-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9b67a6f0-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9b7baeac-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9b8fb8ca-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9ba3be6a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9bcc89d0-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9be5c38c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9bfda330-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9c17dae8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9c30d16a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9c499bd2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9c62538e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9c7b8a48-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9cafe888-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9cda283c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9cf7f9fc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9d11c986-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9d2a7eae-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9d444546-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9d5ccd5a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9d7598bc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9d8e5154-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9da7328c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9dd90e74-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9e0a1df2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9e22e71a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9e3bcc26-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9e549760-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9e6f4d44-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9e880154-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9ea0d2e2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9eba8bec-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9ed42250-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9eed2c6e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9f073230-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9f22153c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9f3af750-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9f54df30-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9f6e3980-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9f86b50a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9fa06888-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9fb99222-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9fd5e5ee-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:SID9feee594-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a00820d6-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a020c00a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a03a0c0e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a053077c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a06eb03a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a087bc56-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a0a9fbea-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a0c3921c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a0dd2164-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a0f8ee08-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a111c0d6-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a12ace82-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a1443a66-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a15c9156-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a1763c0a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a190941a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a1a9a400-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a1c26fbc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a1dbd178-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a1f32a08-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a20d2b88-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a22605c2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a23f5bd0-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a25d3ede-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a276761a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a28eab04-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a2a7a01e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a2c0477c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a2d69c2a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a2e8c42c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a2f5019c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a30113d8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a30d5b48-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a31ab16c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a3280290-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a337024a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a3488c54-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a35829ca-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a367ac1a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a3774a30-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a3870ed4-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a3962e0a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a3a34888-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a3b22506-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a3c1646c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a3cefe92-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a3dccc0c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a3ec0f82-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a3fdb96c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a40c51c0-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a41b9b08-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a42b195c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a43bdb84-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a449c12c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a4590876-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a4684e26-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a47793b8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a48719f0-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a496ac6c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a4a5f50a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a4b551a8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a4c5567a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a4d74a7e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a4e5fb50-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a4f45e02-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a504a8ac-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a512f01a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a51ffb70-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a52f3978-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a53eb510-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a54e6c26-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a55dea66-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a56dbb12-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a57d525c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a58eaef8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a5ac3dd8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a5c1d562-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a5d5881e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a5e48206-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a5f3165e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a6025e48-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a6113454-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a622098c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a63dc97e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a65aa5bc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a669dbd6-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a678029c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a687e3a6-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a6ae586a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a6cb2026-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a6e2c08c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a6f00602-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a6fa0e40-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a7060330-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a712aed2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a71fd166-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a72d3c0c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a73be554-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a7498470-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a759ac38-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a76bf442-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a77f1ba8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a7911d3a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a7a491a8-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a7b815fc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a7d166a6-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a7e4e01e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a7f8d452-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a80ccb06-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a81ed1de-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a831a138-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a8451088-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a858baa2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a86d4a76-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a880b5f2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a894d000-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a8a8c51a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a8bfc01c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a8d59860-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a8eaf462-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a8fe6a2e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a912a39a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a928b086-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a93cf406-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a950c986-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a964b400-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a978aa5a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a98d4da2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a9a0b798-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:a9dcfbc2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aa03e93a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aa1684b4-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aa396966-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aa4ac256-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aa5efffa-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aa70304a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aa81d840-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aa931bbe-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aaa460c2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aab5edec-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aacaff20-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aadf089e-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:aaf6076a-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:ab099ece-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:ab1cf064-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:ab30c9ae-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:ab4716d2-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:ab5bd540-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:ab6fd504-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:ab8363bc-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:ab97046c-7ae6-11e9-a106-68b59976a384","no","yes"
"ShaoY_2019:abaae4dc-7ae6-11e9-a106-68b59976a384","no","yes"
